CodUsina,Usina,Sistema,Empresa,Posto,Posto BDH,Jusante,Desvio,Vol.Máx.(hm3),Vol.min.(hm3),Cota Máx.(m),Cota min.(m),Vol.Vert.(hm3),Vol.Desv.(hm3),PCV(0),PCV(1),PCV(2),PCV(3),PCV(4),PAC(0),PAC(1),PAC(2),PAC(3),PAC(4),Evap.Men.(1),Evap.Men.(2),Evap.Men.(3),Evap.Men.(4),Evap.Men.(5),Evap.Men.(6),Evap.Men.(7),Evap.Men.(8),Evap.Men.(9),Evap.Men.(10),Evap.Men.(11),Evap.Men.(12),Prod.Esp.(MW/m3/s/m),Canal Fuga Médio(m),TEIF(%),IP(%),Tipo Turbina,Num.Conj.Máq.,Num.Pols.Jus.,Fat.Carga Máx.(%),Fat.Carga mín.(%),Tipo Perdas(1=%/2=M/3=K),Valor Perdas,Vazão Mín.Hist.(m3/s),Num.Unid.Base,Infl.Vert.Canal de Fuga,Rep.Conj(0=aprox/1=det/2=simp),#Maq(1),PotEf(1),QEf(1),HEf(1),#Maq(2),PotEf(2),QEf(2),HEf(2),#Maq(3),PotEf(3),QEf(3),HEf(3),#Maq(4),PotEf(4),QEf(4),HEf(4),#Maq(5),PotEf(5),QEf(5),HEf(5),QHTA0(1),QHTA1(1),QHTA2(1),QHTA3(1),QHTA4(1),QHTA0(2),QHTA1(2),QHTA2(2),QHTA3(2),QHTA4(2),QHTA0(3),QHTA1(3),QHTA2(3),QHTA3(3),QHTA4(3),QHTA0(4),QHTA1(4),QHTA2(4),QHTA3(4),QHTA4(4),QHTA0(5),QHTA1(5),QHTA2(5),QHTA3(5),QHTA4(5),QHGA0(1),QHGA1(1),QHGA2(1),QHGA3(1),QHGA4(1),QHGA0(2),QHGA1(2),QHGA2(2),QHGA3(2),QHGA4(2),QHGA0(3),QHGA1(3),QHGA2(3),QHGA3(3),QHGA4(3),QHGA0(4),QHGA1(4),QHGA2(4),QHGA3(4),QHGA4(4),QHGA0(5),QHGA1(5),QHGA2(5),QHGA3(5),QHGA4(5),PHA0(1),PHA1(1),PHA2(1),PHA3(1),PHA4(1),PHA0(2),PHA1(2),PHA2(2),PHA3(2),PHA4(2),PHA0(3),PHA1(3),PHA2(3),PHA3(3),PHA4(3),PHA0(4),PHA1(4),PHA2(4),PHA3(4),PHA4(4),PHA0(5),PHA1(5),PHA2(5),PHA3(5),PHA4(4),PJA0(1),PJA1(1),PJA2(1),PJA3(1),PJA4(1),PJRM(1),PJA0(2),PJA1(2),PJA2(2),PJA3(2),PJA4(2),PJRM(2),PJA0(3),PJA1(3),PJA2(3),PJA3(3),PJA4(3),PJRM(3),PJA0(4),PJA1(4),PJA2(4),PJA3(4),PJA4(4),PJRM(4),PJA0(5),PJA1(5),PJA2(5),PJA3(5),PJA4(5),PJRM(5),Data,Obs,Vol.Ref.,Reg
80,SAO JOAO    ,2 - Sul,122 - ANTES   _x000C_L.N. GARCEZ _x000C_CANOAS II   _x000C_CANOAS I    ,80,0,81 - CACHOEIRINHA,0 - NÃO HÁ,82,82,692,692,82,82,692,0,0,0,0,6,0,0,0,0,16,31,50,69,67,56,38,28,9,-16,-13,2,0,603,2,5,1 - Francis,1,1,100,0,2,3,4,2,Yes,2,2,30,39,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,82,D
81,CACHOEIRINHA,2 - Sul,122 - ANTES   _x000C_L.N. GARCEZ _x000C_CANOAS II   _x000C_CANOAS I    ,83,0,75 - S GDE CHOPIM,0 - NÃO HÁ,76,76,603,603,76,76,603,0,0,0,0,5,0,0,0,0,16,33,57,75,73,61,42,30,13,-13,-12,1,0,539,2,7,1 - Francis,1,1,100,0,2,2,4,2,Yes,2,2,23,41,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,76,D
82,SALTO CAXIAS,2 - Sul,23 - Copel,222,0,83 - BAIXO IGUACU,0 - NÃO HÁ,3573,3573,325,325,3573,3573,"325,000000","0,000000","0,000000","0,000000","0,000000","141,429990","0,000000","0,000000","0,000000","0,000000",5,26,49,65,72,61,41,30,17,-18,-26,-15,0,259,0,4,1 - Francis,1,1,100,0,2,1,148,3,Yes,2,4,310,525,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"257,9200000000","0,0006208380","-0,0000000172","0,0000000000","0,0000000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,3573,D
83,BAIXO IGUACU,2 - Sul,224 - ,81,0,0 - NÃO HÁ,0 - NÃO HÁ,212,179,259,258,179,179,247,0,0,0,0,159522,-1874,7,0,0,-38,-10,25,57,79,81,72,61,37,-11,-38,-50,0,243,2,6,2 - Kaplan/Propeller,1,1,100,0,2,0,160,2,No,2,3,117,840,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,212,D
92,ITA         ,2 - Sul,24 - Eletrosul,92,0,103 - FOZ CHAPECO ,0 - NÃO HÁ,5100,5100,370,370,5100,5100,"370,000000","0,000000","0,000000","0,000000","0,000000","141,179990","0,000000","0,000000","0,000000","0,000000",-66,-37,-2,62,97,111,110,94,60,4,-39,-75,0,265,0,3,1 - Francis,1,1,100,0,2,2,49,3,Yes,2,5,290,318,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"261,36300","0,00301","-0,00000056360800","0,00000000006791","0,00000000000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,5100,D
94,MONJOLINHO  ,2 - Sul,128 - STA BRANCA T,220,0,103 - FOZ CHAPECO ,0 - NÃO HÁ,150,150,329,329,150,150,175,4,0,0,0,152242,-1860,9,0,0,-69,-40,-4,62,96,114,110,93,59,2,-43,-80,0,265,0,2,1 - Francis,1,1,100,0,2,2,2,2,Yes,2,2,37,67,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,150,D
97,CASTRO ALVES,2 - Sul,61 - ,98,0,98 - MONTE CLARO ,0 - NÃO HÁ,92,87,240,239,87,87,210,1,0,0,0,494493,-8321,52,0,0,-68,-43,3,63,101,110,109,94,49,-1,-44,-84,0,148,0,4,2 - Kaplan/Propeller,1,1,100,0,2,8,3,2,No,2,3,43,53,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,92,D
98,MONTE CLARO ,2 - Sul,61 - ,97,0,99 - 14 DE JULHO ,0 - NÃO HÁ,11,10,148,147,10,10,136,1,0,0,0,-7278,193,-2,0,0,0,24,64,81,84,66,49,30,5,-23,-32,-30,0,104,0,7,2 - Kaplan/Propeller,1,1,100,0,2,4,8,1,No,2,2,65,186,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,11,D
99,14 DE JULHO ,2 - Sul,61 - ,284,0,0 - NÃO HÁ,0 - NÃO HÁ,55,49,104,103,49,49,80,1,0,0,0,-1347,56,-1,0,0,1,25,64,81,84,67,49,30,4,-24,-31,-31,0,71,0,6,2 - Kaplan/Propeller,1,1,100,0,2,1,8,2,No,2,2,50,170,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,55,D
101,SAO JOSE    ,2 - Sul,228 - ,102,0,102 - PASSO S JOAO,0 - NÃO HÁ,186,186,155,155,186,186,155,0,0,0,0,23,0,0,0,0,-5,21,57,81,95,82,66,44,13,-19,-34,-21,0,131,2,4,2 - Kaplan/Propeller,1,1,100,0,2,1,20,2,Yes,2,2,26,144,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,186,D
102,PASSO S JOAO,2 - Sul,189 - PECO _x000C_            _x000C_PONTE NOVA  ,103,0,0 - NÃO HÁ,0 - NÃO HÁ,102,102,128,128,102,102,119,0,0,0,0,-303,3,0,0,0,-28,-2,38,75,99,94,86,69,35,-7,-28,-35,0,99,2,4,2 - Kaplan/Propeller,1,1,100,0,2,0,21,2,Yes,2,2,39,163,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,102,D
103,FOZ CHAPECO ,2 - Sul,14 - ,94,0,0 - NÃO HÁ,0 - NÃO HÁ,1502,1428,265,264,1428,1428,245,0,0,0,0,193878,-3079,18,0,0,-74,-43,-11,57,91,114,107,90,58,-1,-48,-85,0,213,0,3,1 - Francis,1,1,100,0,2,2,79,3,No,2,4,214,472,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1502,D
105,PONTE NOVA  ,1 - Sudeste,15 - Eletropaulo,160,0,107 - EDGARD SOUZA,0 - NÃO HÁ,2,2,110,110,2,2,110,0,0,0,0,1,0,0,0,0,4,11,34,47,49,45,27,17,13,2,-9,-1,0,87,0,0,0 - NÃO HÁ,0,1,100,0,1,0,3,0,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,2,D
107,EDGARD SOUZA,1 - Sudeste,15 - Eletropaulo,161,0,37 - BARRA BONITA,108 - TRAICAO     ,1,0,717,706,1,0,706,11,0,0,0,-64,0,0,0,0,14,20,27,29,31,29,29,37,30,18,20,23,0,706,0,0,0 - NÃO HÁ,0,1,100,0,1,0,18,0,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1,D
108,TRAICAO     ,1 - Sudeste,15 - Eletropaulo,104,0,107 - EDGARD SOUZA,109 - PEDREIRA    ,1,0,717,715,1,0,715,2,0,0,0,-397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0 - NÃO HÁ,0,1,100,0,1,0,5,0,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1,D
109,PEDREIRA    ,1 - Sudeste,15 - Eletropaulo,109,0,108 - TRAICAO     ,118 - BILLINGS    ,1,0,722,720,1,0,720,2,0,0,0,-400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0 - NÃO HÁ,0,1,100,0,1,0,2,0,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1,D
112,JACUI       ,2 - Sul,22 - CEEE,112,0,113 - ITAUBA      ,0 - NÃO HÁ,29,29,280,280,29,29,280,0,0,0,0,5,0,0,0,0,-5,21,61,86,93,76,60,41,9,-21,-34,-45,0,182,1,3,1 - Francis,1,1,100,0,1,3,12,4,Yes,2,6,30,39,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,29,D
113,ITAUBA      ,2 - Sul,22 - CEEE,113,0,114 - D. FRANCISCA,0 - NÃO HÁ,620,620,184,184,620,620,184,0,0,0,0,17,0,0,0,0,-70,-44,3,68,108,119,113,98,49,-5,-51,-89,0,93,1,3,1 - Francis,1,1,100,0,1,2,15,2,Yes,2,4,125,155,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,620,D
114,D. FRANCISCA,2 - Sul,22 - CEEE,114,0,0 - NÃO HÁ,0 - NÃO HÁ,330,330,95,95,330,330,95,0,0,0,0,19,0,0,0,0,-73,-48,1,66,109,118,112,95,45,-10,-56,-88,0,54,1,3,1 - Francis,1,1,100,0,2,0,21,2,Yes,2,2,63,188,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,330,D
119,HENRY BORDEN,1 - Sudeste,15 - Eletropaulo,116,0,0 - NÃO HÁ,0 - NÃO HÁ,1,1,729,729,1,1,729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,11,3 - Pelton,5,1,100,0,1,1,0,7,No,2,1,40,7,712,1,36,6,712,5,65,11,712,1,68,12,712,6,70,12,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1,D
125,STA CECILIA ,1 - Sudeste,17 - Light,125,0,128 - ANTA        ,181 - SANTANA     ,6,6,353,353,6,6,353,0,0,0,0,3,0,0,0,0,-16,-22,23,47,52,42,26,15,11,-6,-11,-4,0,348,0,0,0 - NÃO HÁ,0,1,100,0,1,0,66,0,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,6,D
126,PICADA      ,1 - Sudeste,247 -          _x000C_         ,197,0,127 - SOBRAGI     ,0 - NÃO HÁ,7,6,659,659,6,6,645,4,0,0,0,-93648,345,0,0,0,-25,-19,3,28,47,58,46,31,26,14,-3,-17,0,526,1,5,1 - Francis,1,1,100,0,2,4,9,2,Yes,2,2,25,22,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,7,D
127,SOBRAGI     ,1 - Sudeste,247 -          _x000C_         ,198,0,128 - ANTA        ,0 - NÃO HÁ,1,1,437,437,1,1,437,0,0,0,0,0,0,0,0,0,-31,-32,-3,24,49,66,66,47,34,10,-9,-19,0,360,1,6,1 - Francis,1,1,100,0,2,2,20,3,No,2,3,20,30,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1,D
128,ANTA        ,1 - Sudeste,19 - Furnas,129,0,129 - SIMPLICIO   ,129 - SIMPLICIO   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 - NÃO HÁ,0,0,100,0,1,0,128,0,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,0,D
129,SIMPLICIO   ,1 - Sudeste,19 - Furnas,300,0,130 - ILHA POMBOS ,0 - NÃO HÁ,127,127,252,252,127,127,252,0,0,0,0,11,0,0,0,0,-45,-29,-7,22,53,71,81,75,54,20,-10,-38,0,140,10,10,1 - Francis,1,1,100,0,1,6,0,2,Yes,2,3,102,103,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,127,D
130,ILHA POMBOS ,1 - Sudeste,17 - Light,130,0,186 - ITAOCARA I  ,0 - NÃO HÁ,8,8,136,136,8,8,136,0,0,0,0,4,0,0,0,0,16,20,36,37,36,31,29,26,30,21,12,10,0,102,0,4,1 - Francis,5,1,100,0,2,1,146,3,No,2,1,27,106,33,1,27,105,33,1,32,124,33,1,49,190,33,1,51,199,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,8,D
131,NILO PECANHA,1 - Sudeste,17 - Light,300,0,133 - P. PASSOS   ,0 - NÃO HÁ,38,38,399,399,38,38,399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,8,1 - Francis,2,1,100,0,2,4,0,5,No,2,2,48,18,309,4,71,27,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,38,D
132,FONTES      ,1 - Sudeste,17 - Light,202,0,133 - P. PASSOS   ,0 - NÃO HÁ,445,445,415,415,445,445,415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3,3,1 - Francis,2,1,100,0,2,21,0,3,No,2,1,44,17,303,2,44,17,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,445,D
133,P. PASSOS   ,1 - Sudeste,17 - Light,202,0,0 - NÃO HÁ,0 - NÃO HÁ,17,17,87,87,17,17,87,0,0,0,0,1,0,0,0,0,-39,-29,-10,26,64,73,90,85,57,17,-16,-29,0,49,1,2,1 - Francis,1,1,100,0,2,0,0,2,Yes,2,2,50,159,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,17,D
134,SALTO GRANDE,1 - Sudeste,18 - Cemig,134,0,135 - P. ESTRELA  ,0 - NÃO HÁ,78,78,356,356,78,78,356,0,0,0,0,6,0,0,0,0,-43,-10,11,28,46,65,97,87,64,39,8,-19,0,255,1,3,1 - Francis,2,1,100,0,1,6,18,1,No,2,2,27,35,93,2,24,31,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,78,D
